,Date,Open,High,Low,Close,Adj Close,Volume
0,1996-01-04,15.125,15.125,14.84375,15.0,7.413713,4061600
1,1996-01-05,15.0,15.3125,14.84375,15.25,7.537274,2788000
2,1996-01-08,15.25,15.28125,15.09375,15.1875,7.50639,1199600
3,1996-01-09,15.1875,15.3125,14.78125,14.78125,7.3056,2748400
4,1996-01-10,14.78125,15.15625,14.53125,14.625,7.228371,4288800
5,1996-01-11,14.65625,14.875,14.65625,14.84375,7.336489,2500000
6,1996-01-12,14.84375,14.9375,14.5625,14.625,7.228371,2382400
7,1996-01-15,14.53125,14.53125,14.1875,14.21875,7.027582,3422400
8,1996-01-16,14.21875,14.25,13.59375,13.875,6.857686,7181600
9,1996-01-17,13.875,13.9375,13.5,13.5625,6.703234,6114400
10,1996-01-18,14.03125,15.25,14.03125,14.8125,7.368579,17313600
11,1996-01-19,14.8125,14.90625,14.59375,14.75,7.337496,7396000
12,1996-01-22,14.75,15.75,14.75,15.6875,7.803855,6558400
13,1996-01-23,15.625,15.625,15.28125,15.625,7.772765,6574400
14,1996-01-24,15.625,15.625,15.40625,15.5,7.710584,2549200
15,1996-01-25,15.46875,15.46875,15.09375,15.15625,7.539582,2800400
16,1996-01-26,15.15625,15.5625,15.03125,15.5625,7.741679,3100000
17,1996-01-29,15.5625,15.96875,15.5625,15.9375,7.928222,4029200
18,1996-01-30,15.9375,16.15625,15.90625,16.09375,8.005947,4122400
19,1996-01-31,16.09375,16.21875,15.78125,16.09375,8.005947,6088400
20,1996-02-01,16.09375,16.09375,15.84375,16.03125,7.974859,2006800
21,1996-02-02,16.03125,16.0625,15.65625,15.84375,7.881586,2576800
22,1996-02-05,15.84375,15.84375,15.40625,15.6875,7.803855,3753200
23,1996-02-06,15.6875,15.90625,15.6875,15.875,7.897128,2945600
24,1996-02-07,15.90625,16.15625,15.90625,15.96875,7.943767,2755200
25,1996-02-08,15.96875,16.28125,15.9375,16.28125,8.099222,3288000
26,1996-02-09,16.28125,16.40625,16.09375,16.15625,8.03704,4370000
27,1996-02-12,16.15625,16.96875,16.15625,16.90625,8.410131,5484000
28,1996-02-13,16.875,16.875,16.53125,16.875,8.39459,4714800
29,1996-02-14,16.875,16.9375,16.625,16.75,8.332401,2642400
30,1996-02-15,16.75,16.84375,16.59375,16.65625,8.285766,4382400
31,1996-02-16,16.65625,16.8125,16.40625,16.75,8.332401,3848000
32,1996-02-20,16.75,17.0,16.59375,16.96875,8.441227,3654000
33,1996-02-21,17.03125,17.375,17.03125,17.21875,8.565583,4449200
34,1996-02-22,17.3125,17.59375,17.3125,17.5625,8.73659,3827600
35,1996-02-23,17.5625,18.0,17.28125,17.5,8.705499,3818000
36,1996-02-26,17.5,17.5625,17.28125,17.3125,8.612221,3305600
37,1996-02-27,17.3125,17.46875,17.0625,17.34375,8.627771,2235600
38,1996-02-28,17.34375,17.5,16.875,16.9375,8.425675,2842000
39,1996-02-29,16.9375,16.96875,16.65625,16.6875,8.301315,2937600
40,1996-03-01,16.6875,16.96875,16.375,16.875,8.39459,2830000
41,1996-03-04,16.875,17.15625,16.78125,16.96875,8.441227,3146000
42,1996-03-05,16.9375,16.9375,16.71875,16.9375,8.425675,3389200
43,1996-03-06,16.9375,17.09375,16.78125,16.9375,8.425675,3079200
44,1996-03-07,16.9375,17.125,16.71875,16.9375,8.425675,3221600
45,1996-03-08,16.9375,17.125,16.46875,16.8125,8.363499,3876000
46,1996-03-11,16.8125,17.46875,16.65625,17.46875,8.689959,3638800
47,1996-03-12,17.46875,17.65625,16.84375,17.59375,8.752134,4683200
48,1996-03-13,17.59375,17.65625,17.3125,17.65625,8.783225,2544000
49,1996-03-14,17.65625,17.84375,17.65625,17.71875,8.814318,3598000
50,1996-03-15,17.71875,18.125,17.6875,18.0,8.954225,3878000
51,1996-03-18,18.0,18.40625,17.90625,18.375,9.140772,4014400
52,1996-03-19,18.375,18.46875,17.9375,18.09375,9.000866,5062400
53,1996-03-20,18.09375,18.1875,17.5625,17.71875,8.814318,3674000
54,1996-03-21,17.6875,17.6875,17.46875,17.5,8.705499,1518800
55,1996-03-22,17.5,17.59375,17.21875,17.3125,8.612221,1745600
56,1996-03-25,17.3125,17.4375,17.15625,17.34375,8.627771,2327600
57,1996-03-26,17.34375,17.625,17.21875,17.46875,8.689959,2084400
58,1996-03-27,17.46875,17.6875,17.21875,17.375,8.643314,1397200
59,1996-03-28,17.3125,17.3125,16.90625,17.125,8.518953,1776800
60,1996-03-29,17.125,17.15625,16.9375,17.0,8.456772,1836000
61,1996-04-01,17.0,17.0625,16.75,16.875,8.39459,1832400
62,1996-04-02,16.875,16.96875,16.46875,16.65625,8.285766,2808000
63,1996-04-03,16.65625,17.09375,16.65625,17.0625,8.487863,1655600
64,1996-04-04,17.0625,17.375,17.0625,17.15625,8.5345,1339600
65,1996-04-08,17.0625,17.0625,16.75,16.90625,8.410131,2050400
66,1996-04-09,16.90625,16.9375,16.65625,16.6875,8.301315,1882400
67,1996-04-10,16.6875,16.90625,16.5625,16.625,8.270223,1648400
68,1996-04-11,16.625,17.15625,16.625,17.15625,8.5345,3116000
69,1996-04-12,17.15625,17.65625,17.15625,17.5625,8.73659,3159600
70,1996-04-15,17.5625,17.96875,17.53125,17.90625,8.907588,2591200
71,1996-04-16,17.875,17.875,17.40625,17.625,8.767683,4186800
72,1996-04-17,17.5,17.5,16.84375,16.9375,8.425675,3632800
73,1996-04-18,16.75,16.75,16.15625,16.34375,8.172528,5103600
74,1996-04-19,16.34375,16.40625,16.21875,16.25,8.12565,7505200
75,1996-04-22,16.28125,16.4375,16.28125,16.375,8.188159,2652800
76,1996-04-23,16.375,16.5625,16.34375,16.34375,8.172528,2362000
77,1996-04-24,16.34375,16.4375,16.03125,16.1875,8.094402,1889600
78,1996-04-25,16.1875,16.6875,16.03125,16.65625,8.328792,2538400
79,1996-04-26,16.65625,16.65625,16.21875,16.21875,8.110029,2229200
80,1996-04-29,16.21875,16.21875,15.90625,16.0625,8.031899,1796800
81,1996-04-30,16.0625,16.21875,15.9375,16.03125,8.016274,1694800
82,1996-05-01,16.03125,16.34375,15.90625,16.15625,8.078774,3099200
83,1996-05-02,16.15625,16.4375,16.0,16.15625,8.078774,4316800
84,1996-05-03,16.15625,16.28125,15.84375,15.9375,7.969391,3529200
85,1996-05-06,15.9375,15.96875,15.75,15.96875,7.985019,2586000
86,1996-05-07,15.96875,15.96875,15.75,15.78125,7.89126,3583200
87,1996-05-08,15.78125,15.84375,15.5,15.75,7.875634,2446000
88,1996-05-09,15.75,16.0,15.6875,15.84375,7.922514,2398400
89,1996-05-10,15.875,16.03125,15.875,15.90625,7.953768,1634400
90,1996-05-13,15.90625,16.0625,15.875,16.03125,8.016274,1833600
91,1996-05-14,16.15625,16.40625,16.15625,16.3125,8.156908,4389600
92,1996-05-15,16.4375,16.78125,16.4375,16.6875,8.344421,3393600
93,1996-05-16,16.6875,17.28125,16.625,17.1875,8.594444,3786800
94,1996-05-17,17.1875,17.34375,17.1875,17.21875,8.610063,2852400
95,1996-05-20,17.21875,17.3125,16.9375,16.96875,8.485061,2428800
96,1996-05-21,17.03125,17.21875,17.03125,17.125,8.563188,2910000
97,1996-05-22,17.125,17.34375,16.96875,17.3125,8.656943,2563200
98,1996-05-23,17.3125,17.40625,16.90625,16.90625,8.453804,3072000
99,1996-05-24,16.90625,17.09375,16.84375,17.09375,8.547558,3006000
100,1996-05-28,17.09375,17.09375,16.90625,16.9375,8.469427,2190800
101,1996-05-29,16.9375,17.03125,16.9375,17.0,8.500686,1509600
102,1996-05-30,16.8125,16.8125,16.5,16.59375,8.297544,5463600
103,1996-05-31,16.4375,16.4375,16.3125,16.40625,8.203785,3132000
104,1996-06-03,16.375,16.375,16.0625,16.09375,8.04752,2794800
105,1996-06-04,16.125,16.5,16.125,16.4375,8.219415,3534800
106,1996-06-05,16.4375,16.5625,16.3125,16.53125,8.266289,1700000
107,1996-06-06,16.53125,16.5625,16.21875,16.21875,8.110029,2041600
108,1996-06-07,16.21875,16.5,16.03125,16.40625,8.203785,2415200
109,1996-06-10,16.40625,16.65625,16.21875,16.25,8.12565,1575600
110,1996-06-11,16.28125,16.625,16.28125,16.5,8.250663,1345200
111,1996-06-12,16.5,16.71875,16.15625,16.1875,8.094402,1739600
112,1996-06-13,16.1875,16.34375,16.0625,16.15625,8.078774,1739600
113,1996-06-14,16.3125,16.5,16.3125,16.3125,8.156908,1965200
114,1996-06-17,16.3125,16.46875,16.25,16.34375,8.172528,1398400
115,1996-06-18,16.375,16.84375,16.375,16.40625,8.203785,2332400
116,1996-06-19,16.40625,16.6875,16.34375,16.5,8.250663,2883600
117,1996-06-20,16.5,17.0,16.5,16.78125,8.391295,2510000
118,1996-06-21,16.8125,17.25,16.8125,17.1875,8.594444,3808800
119,1996-06-24,17.1875,17.4375,17.15625,17.3125,8.656943,2184400
120,1996-06-25,17.3125,17.3125,16.96875,17.0625,8.531936,2345200
121,1996-06-26,17.0625,17.125,16.6875,16.75,8.375669,2334400
122,1996-06-27,16.75,16.9375,16.75,16.8125,8.406927,4665200
123,1996-06-28,16.8125,16.96875,16.625,16.9375,8.469427,3232800
124,1996-07-01,16.9375,17.5625,16.71875,17.5,8.750703,3609200
125,1996-07-02,17.5,17.5,17.21875,17.46875,8.735085,1948800
126,1996-07-03,17.46875,17.71875,17.40625,17.53125,8.766332,1759600
127,1996-07-05,17.53125,17.53125,16.9375,17.09375,8.547558,1741600
128,1996-07-08,17.125,17.4375,17.125,17.3125,8.656943,2392800
129,1996-07-09,17.40625,17.625,17.40625,17.46875,8.735085,1992000
130,1996-07-10,17.46875,17.5625,17.09375,17.3125,8.656943,2967600
131,1996-07-11,17.3125,17.4375,17.03125,17.1875,8.594444,2578800
132,1996-07-12,17.15625,17.15625,16.625,16.78125,8.391295,2359600
133,1996-07-15,16.78125,16.78125,15.9375,15.9375,7.969391,3540800
134,1996-07-16,15.9375,16.78125,15.6875,16.59375,8.297544,7524800
135,1996-07-17,16.59375,16.59375,16.28125,16.4375,8.219415,5973200
136,1996-07-18,16.4375,16.875,16.34375,16.875,8.48983,5460800
137,1996-07-19,16.875,16.9375,16.59375,16.75,8.426934,3749200
