,Date,Open,High,Low,Close,Adj Close,Volume
0,1996-01-03,0.621094,0.621094,0.605469,0.617188,0.485165,5948800
1,1996-01-04,0.621094,0.640625,0.617188,0.623047,0.489771,13155200
2,1996-01-05,0.613281,0.632813,0.613281,0.625,0.491307,20998400
3,1996-01-08,0.623047,0.625,0.589844,0.59375,0.466741,7878400
4,1996-01-09,0.589844,0.601563,0.574219,0.589844,0.463671,13097600
5,1996-01-10,0.589844,0.601563,0.585938,0.589844,0.463671,7142400
6,1996-01-11,0.59375,0.609375,0.59375,0.609375,0.479024,6182400
7,1996-01-12,0.609375,0.625,0.605469,0.621094,0.488236,5414400
8,1996-01-15,0.617188,0.625,0.617188,0.621094,0.488236,5753600
9,1996-01-16,0.617188,0.625,0.613281,0.621094,0.488236,2476800
10,1996-01-17,0.609375,0.621094,0.609375,0.609375,0.479024,4544000
11,1996-01-18,0.609375,0.625,0.609375,0.625,0.491307,5254400
12,1996-01-19,0.617188,0.625,0.617188,0.617188,0.485165,2707200
13,1996-01-22,0.617188,0.621094,0.613281,0.617188,0.485165,2041600
14,1996-01-23,0.621094,0.625,0.613281,0.613281,0.482094,4620800
15,1996-01-24,0.621094,0.621094,0.613281,0.617188,0.485165,3446400
16,1996-01-25,0.621094,0.621094,0.613281,0.621094,0.488236,1772800
17,1996-01-26,0.613281,0.621094,0.613281,0.621094,0.488236,2374400
18,1996-01-29,0.613281,0.625,0.613281,0.625,0.491307,5283200
19,1996-01-30,0.625,0.628906,0.617188,0.623047,0.489771,12480000
20,1996-01-31,0.621094,0.628906,0.621094,0.625,0.491307,2822400
21,1996-02-01,0.621094,0.625,0.621094,0.625,0.491307,3420800
22,1996-02-02,0.621094,0.636719,0.621094,0.628906,0.494377,11788800
23,1996-02-05,0.628906,0.636719,0.625,0.625,0.491307,5584000
24,1996-02-06,0.625,0.628906,0.625,0.625,0.491307,5971200
25,1996-02-07,0.625,0.628906,0.621094,0.621094,0.488236,3632000
26,1996-02-08,0.648438,0.6875,0.640625,0.679688,0.534296,29843200
27,1996-02-09,0.6875,0.722656,0.679688,0.710938,0.558861,16476800
28,1996-02-12,0.714844,0.71875,0.695313,0.703125,0.55272,17529600
29,1996-02-13,0.695313,0.710938,0.695313,0.702148,0.551952,35196800
30,1996-02-14,0.703125,0.710938,0.703125,0.710938,0.558861,5622400
31,1996-02-15,0.703125,0.710938,0.703125,0.710938,0.558861,8412800
32,1996-02-16,0.710938,0.714844,0.707031,0.710938,0.558861,9577600
33,1996-02-20,0.707031,0.714844,0.703125,0.707031,0.555791,18528000
34,1996-02-21,0.714844,0.71875,0.703125,0.714844,0.561932,19731200
35,1996-02-22,0.71875,0.761719,0.714844,0.753906,0.592638,24096000
36,1996-02-23,0.753906,0.753906,0.742188,0.75,0.589568,13660800
37,1996-02-26,0.746094,0.753906,0.746094,0.748047,0.588032,21859200
38,1996-02-27,0.75,0.753906,0.738281,0.746094,0.586497,34550400
39,1996-02-28,0.742188,0.75,0.742188,0.746094,0.586497,36230400
40,1996-02-29,0.746094,0.765625,0.738281,0.765625,0.601851,10521600
41,1996-03-01,0.765625,0.84375,0.757813,0.8125,0.638699,29792000
42,1996-03-04,0.808594,0.820313,0.792969,0.800781,0.629486,8873600
43,1996-03-05,0.792969,0.816406,0.792969,0.8125,0.638699,6732800
44,1996-03-06,0.816406,0.828125,0.808594,0.8125,0.640423,10608000
